Date,3M,10Y,20Y
20111230,0.0153,1.8791,2.57
20120102,0.0153,1.8791,#N/A
20120103,0.0178,1.9512,2.67
20120104,0.0178,1.9827,2.71
20120105,0.0203,2.0011,2.74
20120106,0.0203,1.9625,2.7
20120109,0.0178,1.959,2.7
20120110,0.0178,1.9721,2.71
20120111,0.0229,1.9084,2.63
20120112,0.033,1.9284,2.65
20120113,0.033,1.8656,2.59
20120116,0.033,1.8656,#N/A
20120117,0.0356,1.8612,2.57
20120118,0.0305,1.9012,2.63
20120119,0.0483,1.9817,2.72
20120120,0.0432,2.0275,2.78
20120123,0.0458,2.053,2.82
20120124,0.0381,2.061,2.82
20120125,0.0483,1.997,2.78
20120126,0.0534,1.933,2.74
20120127,0.0559,1.892,2.71
20120130,0.0585,1.8503,2.64
20120131,0.0636,1.8,2.59
20120201,0.0636,1.8311,2.65
20120202,0.0864,1.8259,2.64
20120203,0.0763,1.92,2.76
20120206,0.0763,1.9077,2.71
20120207,0.0864,1.979,2.78
20120208,0.0864,1.9887,2.78
20120209,0.0941,2.0402,2.83
20120210,0.0941,1.9899,2.75
20120213,0.0788,1.9792,2.78
20120214,0.1144,1.9407,2.7
20120215,0.1144,1.9321,2.72
20120216,0.1042,1.9916,2.78
20120217,0.1042,2.0012,2.8
20120220,0.0864,2.0012,#N/A
20120221,0.089,2.0621,2.84
20120222,0.0864,2.0055,2.79
20120223,0.0941,1.9968,2.77
20120224,0.0991,1.9786,2.75
20120227,0.1119,1.9284,2.69
20120228,0.0966,1.9431,2.71
20120229,0.089,1.9742,2.73
20120301,0.0788,2.0325,2.8
20120302,0.0737,1.9768,2.77
20120305,0.0814,2.0151,2.78
20120306,0.0814,1.9473,2.73
20120307,0.0839,1.9811,2.76
20120308,0.089,2.0177,2.82
20120309,0.0813,2.0299,2.83
20120312,0.0763,2.0334,2.82
20120313,0.0941,2.1292,2.92
20120314,0.089,2.2717,3.08
20120315,0.0839,2.2807,3.08
20120316,0.0864,2.298,3.08
20120319,0.0864,2.3793,3.14
20120320,0.0941,2.3631,3.13
20120321,0.0915,2.2937,3.06
20120322,0.0839,2.2803,3.04
20120323,0.0763,2.2365,2.99
20120326,0.0839,2.2527,3
20120327,0.0839,2.1866,2.96
20120328,0.0813,2.2027,2.97
20120329,0.0686,2.1617,2.93
20120330,0.0788,2.2145,3
20120402,0.0661,2.1868,3
20120403,0.0788,2.3009,3.07
20120404,0.061,2.2281,3.02
20120405,0.0763,2.1816,2.97
20120406,0.0712,2.0565,2.85
20120409,0.0814,2.053,2.82
20120410,0.089,1.9888,2.77
20120411,0.0915,2.0336,2.82
20120412,0.0915,2.0548,2.85
20120413,0.0915,1.9852,2.77
20120416,0.0814,1.987,2.75
20120417,0.0864,1.9993,2.79
20120418,0.0763,1.9747,2.76
20120419,0.0763,1.9677,2.74
20120420,0.0763,1.9659,2.75
20120423,0.0788,1.9396,2.71
20120424,0.089,1.9764,2.75
20120425,0.0941,1.987,2.76
20120426,0.0941,1.943,2.74
20120427,0.0941,1.9412,2.73
20120430,0.1017,1.914,2.73
20120501,0.1017,1.9465,2.76
20120502,0.1017,1.9271,2.72
20120503,0.0839,1.9324,2.72
20120504,0.0813,1.8807,2.67
20120507,0.0915,1.8745,2.67
20120508,0.1017,1.8413,2.63
20120509,0.1017,1.8248,2.63
20120510,0.1017,1.8627,2.64
20120511,0.0991,1.8488,2.59
20120514,0.0992,1.7697,2.53
20120515,0.0991,1.7715,2.5
20120516,0.1017,1.7655,2.48
20120517,0.1042,1.6997,2.39
20120518,0.0864,1.7236,2.4
20120521,0.0763,1.7432,2.42
20120522,0.089,1.7732,2.48
20120523,0.0915,1.7364,2.41
20120524,0.0991,1.7732,2.46
20120525,0.0991,1.7432,2.44
20120528,0.0941,1.7432,#N/A
20120529,0.0839,1.7466,2.44
20120530,0.0763,1.623,2.32
20120531,0.0712,1.5621,2.27
20120601,0.0737,1.4564,2.13
20120604,0.0788,1.5249,2.17
20120605,0.0864,1.5779,2.23
20120606,0.0864,1.6619,2.34
20120607,0.0864,1.6406,2.35
20120608,0.0864,1.6379,2.36
20120611,0.0864,1.5887,2.3
20120612,0.0966,1.6609,2.37
20120613,0.1042,1.5971,2.3
20120614,0.1042,1.6421,2.33
20120615,0.0966,1.5808,2.3
20120618,0.0839,1.5756,2.28
20120619,0.0966,1.6206,2.33
20120620,0.0839,1.6547,2.34
20120621,0.0864,1.6163,2.3
20120622,0.0864,1.6769,2.37
20120625,0.0992,1.6042,2.31
20120626,0.0966,1.6306,2.34
20120627,0.0941,1.6229,2.32
20120628,0.0839,1.5845,2.28
20120629,0.0915,1.651,2.38
20120702,0.0915,1.589,2.3
20120703,0.0915,1.632,2.36
20120704,0.0864,1.617,#N/A
20120705,0.089,1.6,2.34
20120706,0.0788,1.555,2.28
20120709,0.0915,1.516,2.24
20120710,0.0966,1.505,2.22
20120711,0.0913,1.521,2.22
20120712,0.104,1.477,2.18
20120713,0.0913,1.49,2.2
20120716,0.0963,1.475,2.18
20120717,0.0989,1.509,2.22
20120718,0.0938,1.496,2.21
20120719,0.0887,1.512,2.24
20120720,0.0938,1.462,2.17
20120723,0.0963,1.431,2.15
20120724,0.1065,1.391,2.11
20120725,0.104,1.398,2.11
20120726,0.1065,1.443,2.13
20120727,0.1065,1.55,2.27
20120730,0.104,1.502,2.22
20120731,0.109,1.468,2.21
20120801,0.0991,1.527,2.25
20120802,0.0941,1.48,2.2
20120803,0.0839,1.565,2.3
20120806,0.0839,1.565,2.29
20120807,0.1042,1.631,2.37
20120808,0.1166,1.649,2.39
20120809,0.1192,1.691,2.4
20120810,0.109,1.662,2.37
20120813,0.109,1.666,2.37
20120814,0.1116,1.741,2.45
20120815,0.0887,1.818,2.53
20120816,0.0887,1.838,2.57
20120817,0.0887,1.818,2.55
20120820,0.104,1.812,2.55
20120821,0.109,1.803,2.53
20120822,0.109,1.694,2.44
20120823,0.104,1.677,2.41
20120824,0.0989,1.686,2.41
20120827,0.0811,1.655,2.38
20120828,0.0811,1.638,2.36
20120829,0.0991,1.654,2.38
20120830,0.1042,1.625,2.36
20120831,0.1042,1.554,2.29
20120903,0.0941,1.553,#N/A
20120904,0.1068,1.577,2.3
20120905,0.104,1.599,2.32
20120906,0.1116,1.681,2.41
20120907,0.109,1.671,2.42
20120910,0.109,1.656,2.43
20120911,0.109,1.704,2.44
20120912,0.104,1.76,2.52
20120913,0.1014,1.725,2.53
20120914,0.1014,1.87,2.68
20120917,0.1065,1.846,2.64
20120918,0.0989,1.81,2.61
20120919,0.1141,1.768,2.58
20120920,0.1141,1.766,2.58
20120921,0.1065,1.758,2.57
20120924,0.1141,1.712,2.53
20120925,0.1141,1.672,2.47
20120926,0.1093,1.613,2.4
20120927,0.1093,1.659,2.43
20120928,0.0991,1.633,2.42
20121001,0.0864,1.631,2.41
20121002,0.0915,1.622,2.41
20121003,0.0913,1.62,2.42
20121004,0.1065,1.68,2.48
20121005,0.0979,1.747,2.55
20121008,0.104,1.749,#N/A
20121009,0.0963,1.717,2.52
20121010,0.104,1.677,2.48
20121011,0.104,1.675,2.45
20121012,0.104,1.661,2.44
20121015,0.0887,1.667,2.45
20121016,0.0989,1.722,2.51
20121017,0.1166,1.827,2.6
20121018,0.104,1.835,2.63
20121019,0.104,1.77,2.55
20121022,0.104,1.818,2.57
20121023,0.109,1.763,2.53
20121024,0.0913,1.791,2.55
20121025,0.1195,1.827,2.6
20121026,0.117,1.749,2.53
20121029,0.0887,1.718,2.48
20121030,0.1144,1.718,#N/A
20121031,0.1166,1.695,2.46
20121101,0.1166,1.726,2.5
20121102,0.0938,1.716,2.51
20121105,0.0989,1.688,2.47
20121106,0.0941,1.753,2.52
20121107,0.0763,1.647,2.42
20121108,0.0938,1.618,2.35
20121109,0.0636,1.611,2.34
20121112,0.0763,1.59,#N/A
20121113,0.0837,1.6,2.31
20121114,0.0986,1.591,2.31
20121115,0.0703,1.595,2.3
20121116,0.0703,1.578,2.31
20121119,0.086,1.617,2.34
20121120,0.0761,1.67,2.4
20121121,0.0837,1.685,2.42
20121122,0.0837,1.687,#N/A
20121123,0.0938,1.693,2.42
20121126,0.0837,1.667,2.39
20121127,0.0938,1.639,2.38
20121128,0.0989,1.63,2.36
20121129,0.0887,1.62,2.37
20121130,0.0837,1.618,2.37
20121203,0.0887,1.622,2.37
20121204,0.104,1.61,2.36
20121205,0.0989,1.589,2.35
20121206,0.0989,1.585,2.33
20121207,0.0887,1.627,2.39
20121210,0.0786,1.62,2.38
20121211,0.071,1.658,2.41
20121212,0.068,1.701,2.48
20121213,0.0583,1.733,2.49
20121214,0.0304,1.707,2.46
20121217,0.0304,1.775,2.53
20121218,0.0507,1.822,2.59
20121219,0.0583,1.805,2.58
20121220,0.0583,1.801,2.57
20121221,0.0583,1.773,2.52
20121224,0.0634,1.776,2.53
20121225,0.0583,1.776,#N/A
20121226,0.0837,1.755,2.52
20121227,0.0837,1.742,2.48
20121228,0.0837,1.7,2.47
20121231,0.0127,1.76,2.54
20130101,0.0127,1.76,#N/A
20130102,0.0761,1.84,2.63
20130103,0.0735,1.914,2.7
20130104,0.0735,1.9,2.7
20130107,0.0735,1.9,2.7
20130108,0.0608,1.87,2.66
20130109,0.0608,1.858,2.65
20130110,0.071,1.895,2.68
20130111,0.071,1.87,2.65
20130114,0.0735,1.848,2.65
20130115,0.0862,1.839,2.62
20130116,0.0811,1.826,2.61
20130117,0.0811,1.882,2.66
20130118,0.0811,1.847,2.63
20130121,0.0761,1.863,#N/A
20130122,0.071,1.847,2.62
20130123,0.0761,1.83,2.62
20130124,0.0837,1.854,2.64
20130125,0.0837,1.955,2.75
20130128,0.071,1.961,2.76
20130129,0.071,2.001,2.79
20130130,0.071,1.994,2.8
20130131,0.0761,1.991,2.79
20130201,0.0761,2.016,2.83
20130204,0.0659,1.959,2.79
20130205,0.0735,2.001,2.83
20130206,0.0735,1.963,2.79
20130207,0.0735,1.956,2.78
20130208,0.0735,1.949,2.79
20130211,0.0735,1.968,2.78
20130212,0.0887,1.982,2.81
20130213,0.0938,2.032,2.86
20130214,0.1065,2,2.79
20130215,0.1065,2.005,2.8
20130218,0.1014,1.999,#N/A
20130219,0.0989,2.029,2.83
20130220,0.1242,2.012,2.82
20130221,0.1293,1.98,2.79
20130222,0.1293,1.965,2.77
20130225,0.1268,1.867,2.69
20130226,0.1166,1.884,2.69
20130227,0.1116,1.905,2.72
20130228,0.109,1.881,2.71
20130301,0.109,1.845,2.68
20130304,0.0862,1.88,2.7
20130305,0.0938,1.9,2.72
20130306,0.1014,1.944,2.77
20130307,0.1014,2.002,2.82
20130308,0.0963,2.045,2.89
20130311,0.0913,2.061,2.89
20130312,0.0963,2.023,2.85
20130313,0.0963,2.022,2.85
20130314,0.0963,2.033,2.87
20130315,0.0887,1.995,2.85
20130318,0.0583,1.958,2.79
20130319,0.0583,1.908,2.75
20130320,0.0735,1.96,2.8
20130321,0.0684,1.915,2.77
20130322,0.0735,1.927,2.75
20130325,0.0608,1.923,2.76
20130326,0.0761,1.914,2.75
20130327,0.0913,1.851,2.71
20130328,0.0913,1.854,2.71
20130329,0.066,1.854,#N/A
20130401,0.0735,1.834,2.7
20130402,0.0837,1.859,2.72
20130403,0.0634,1.814,2.66
20130404,0.0659,1.765,2.6
20130405,0.0659,1.713,2.5
20130408,0.0684,1.749,2.54
20130409,0.0735,1.751,2.57
20130410,0.071,1.806,2.63
20130411,0.0684,1.792,2.62
20130412,0.0684,1.727,2.62
20130415,0.0608,1.687,2.5
20130416,0.0608,1.723,2.53
20130417,0.0558,1.696,2.51
20130418,0.0558,1.687,2.49
20130419,0.0558,1.709,2.5
20130422,0.0507,1.696,2.5
20130423,0.0532,1.712,2.52
20130424,0.0583,1.706,2.5
20130425,0.0583,1.711,2.52
20130426,0.0583,1.667,2.47
20130429,0.0482,1.675,2.49
20130430,0.0532,1.677,2.49
20130501,0.0558,1.632,2.44
20130502,0.0558,1.628,2.44
20130503,0.0583,1.742,2.58
20130506,0.038,1.763,2.6
20130507,0.033,1.78,2.62
20130508,0.0431,1.771,2.61
20130509,0.0431,1.813,2.6
20130510,0.0431,1.902,2.7
20130513,0.0406,1.923,2.73
20130514,0.0456,1.977,2.77
20130515,0.0431,1.941,2.76
20130516,0.033,1.883,2.69
20130517,0.0355,1.956,2.77
20130520,0.0482,1.969,2.79
20130521,0.0431,1.932,2.75
20130522,0.0431,2.043,2.83
20130523,0.0482,2.018,2.82
20130524,0.0482,2.012,2.8
20130527,0.0431,2.002,#N/A
20130528,0.0456,2.168,2.95
20130529,0.0406,2.12,2.91
20130530,0.033,2.115,2.92
20130531,0.0355,2.132,2.95
20130603,0.0431,2.121,2.92
20130604,0.0456,2.153,2.95
20130605,0.0558,2.093,2.9
20130606,0.0532,2.08,2.92
20130607,0.0482,2.178,2.98
20130610,0.0456,2.215,3.03
20130611,0.0507,2.188,3
20130612,0.0507,2.231,3.04
20130613,0.0456,2.153,2.99
20130614,0.0482,2.132,2.95
20130617,0.0456,2.184,3.01
20130618,0.0456,2.189,3
20130619,0.0456,2.357,3.09
20130620,0.0456,2.421,3.18
20130621,0.0507,2.539,3.26
20130624,0.0507,2.542,3.27
20130625,0.0634,2.61,3.31
20130626,0.0608,2.54,3.27
20130627,0.0532,2.475,3.22
20130628,0.038,2.487,3.22
20130701,0.0304,2.48,3.19
20130702,0.0279,2.477,3.18
20130703,0.0279,2.505,3.22
20130704,0.0431,2.505,#N/A
20130705,0.0431,2.74,3.41
20130708,0.0431,2.641,3.35
20130709,0.0431,2.64,3.36
20130710,0.0431,2.627,3.4
20130711,0.0355,2.576,3.33
20130712,0.0355,2.587,3.34
20130715,0.038,2.542,3.3
20130716,0.0304,2.535,3.28
20130717,0.0304,2.493,3.27
20130718,0.033,2.531,3.32
20130719,0.0253,2.489,3.25
20130722,0.0304,2.485,3.25
20130723,0.0228,2.505,3.27
20130724,0.0279,2.589,3.34
20130725,0.0203,2.577,3.34
20130726,0.0203,2.566,3.31
20130729,0.0304,2.605,3.35
20130730,0.038,2.616,3.36
20130731,0.038,2.581,3.34
20130801,0.0406,2.708,3.48
20130802,0.0355,2.6,3.39
20130805,0.0431,2.64,3.42
20130806,0.0431,2.645,3.42
20130807,0.0482,2.601,3.37
20130808,0.0532,2.591,3.37
20130809,0.0532,2.581,3.36
20130812,0.0583,2.62,3.39
20130813,0.0532,2.724,3.48
20130814,0.0532,2.717,3.48
20130815,0.0558,2.772,3.54
20130816,0.0456,2.829,3.61
20130819,0.0532,2.882,3.64
20130820,0.0406,2.819,3.59
20130821,0.038,2.894,3.64
20130822,0.0253,2.892,3.63
20130823,0.0279,2.814,3.55
20130826,0.033,2.789,3.52
20130827,0.0507,2.712,3.45
20130828,0.033,2.767,3.5
20130829,0.0253,2.764,3.45
20130830,0.0253,2.789,3.46
20130902,0.0279,2.789,#N/A
20130903,0.0177,2.863,3.54
20130904,0.0203,2.9,3.56
20130905,0.0253,3,3.64
20130906,0.0228,2.935,3.62
20130909,0.0101,2.918,3.6
20130910,0.0203,2.969,3.65
20130911,0.0228,2.912,3.61
20130912,0.0203,2.911,3.6
20130913,0.0203,2.887,3.59
20130916,0.0152,2.866,3.61
20130917,0.0101,2.853,3.57
20130918,0.0127,2.693,3.46
20130919,0.0076,2.756,3.52
20130920,0.0076,2.735,3.5
20130923,0.0152,2.704,3.46
20130924,0.0228,2.657,3.4
20130925,0.0203,2.631,3.37
20130926,0.0051,2.655,3.41
20130927,0.0152,2.63,3.4
20130930,0.0127,2.611,3.41
20131001,0.0203,2.654,3.43
20131002,0.0127,2.619,3.41
20131003,0.0279,2.609,3.4
20131004,0.0253,2.647,3.43
20131007,0.0228,2.629,3.41
20131008,0.0507,2.635,3.41
20131009,0.0456,2.663,3.43
20131010,0.0482,2.683,3.46
20131011,0.0482,2.694,3.45
20131014,0.0659,2.691,#N/A
20131015,0.1344,2.73,3.5
20131016,0.0963,2.669,3.43
20131017,0.0456,2.594,3.36
20131018,0.0304,2.582,3.36
20131021,0.033,2.604,3.39
20131022,0.033,2.514,3.31
20131023,0.038,2.503,3.29
20131024,0.0355,2.525,3.3
20131025,0.038,2.515,3.3
20131028,0.038,2.525,3.31
20131029,0.038,2.509,3.31
20131030,0.038,2.543,3.33
20131031,0.0406,2.558,3.33
20131101,0.0406,2.62,3.4
20131104,0.0456,2.607,3.4
20131105,0.0507,2.673,3.46
20131106,0.0532,2.646,3.46
20131107,0.0608,2.604,3.41
20131108,0.0608,2.753,3.55
20131111,0.0608,2.753,#N/A
20131112,0.071,2.774,3.57
20131113,0.0786,2.701,3.54
20131114,0.0761,2.692,3.49
20131115,0.0735,2.706,3.5
20131118,0.0837,2.668,3.46
20131119,0.0837,2.71,3.5
20131120,0.0837,2.801,3.61
20131121,0.0786,2.7888,3.59
20131122,0.0761,2.7463,3.54
20131125,0.0735,2.7328,3.53
20131126,0.0735,2.713,3.5
20131127,0.0735,2.7391,3.52
20131128,0.0659,2.7391,#N/A
20131129,0.0634,2.7481,3.54
20131202,0.0558,2.7988,3.58
20131203,0.0558,2.7879,3.56
20131204,0.0532,2.837,3.63
20131205,0.0583,2.8781,3.65
20131206,0.0608,2.858,3.63
20131209,0.071,2.8444,3.61
20131210,0.0583,2.807,3.56
20131211,0.071,2.8608,3.61
20131212,0.071,2.8828,3.63
20131213,0.0684,2.8701,3.61
20131216,0.0684,2.8805,3.63
20131217,0.0684,2.8421,3.6
20131218,0.0659,2.8934,3.63
20131219,0.0684,2.9294,3.64
20131220,0.0684,2.9294,3.57
20131223,0.068,2.9332,3.6
20131224,0.068,2.9332,3.66
20131225,0.0735,2.9824,#N/A
20131226,0.0659,2.9946,3.68
20131227,0.0659,3.004,3.7
20131230,0.0583,3.004,3.66
20131231,0.0583,2.9734,3.72
20140101,0.0659,3.004,#N/A
20140102,0.071,2.9734,3.68
20140103,0.071,3.0016,3.69
20140106,0.0532,2.9616,3.66
20140107,0.0431,2.9431,3.64
20140108,0.0406,2.9943,3.67
20140109,0.0406,2.9683,3.62
20140110,0.0406,2.9683,3.54
20140113,0.0355,2.8306,3.52
20140114,0.0355,2.8732,3.54
20140115,0.0406,2.8964,3.55
20140116,0.0355,2.8465,3.52
20140117,0.0355,2.8465,3.5
20140120,0.038,2.8245,#N/A
20140121,0.0406,2.8365,3.5
20140122,0.0355,2.8697,3.52
20140123,0.0406,2.7813,3.44
20140124,0.0456,2.72,3.4
20140127,0.0532,2.7547,3.43
20140128,0.0507,2.7593,3.43
20140129,0.0456,2.6808,3.36
20140130,0.0228,2.6953,3.4
20140131,0.0228,2.6498,3.35
20140203,0.0456,2.5801,3.29
20140204,0.0558,2.6334,3.33
20140205,0.0634,2.6734,3.4
20140206,0.071,2.7025,3.42
20140207,0.0862,2.6842,3.39
20140210,0.0862,2.6842,3.38
20140211,0.0532,2.7272,3.42
20140212,0.0532,2.7933,3.45
20140213,0.0279,2.7339,3.4
20140214,0.0279,2.7339,3.41
20140217,0.0228,2.75,#N/A
20140218,0.0532,2.7078,3.4
20140219,0.0558,2.7392,3.42
20140220,0.0507,2.7518,3.44
20140221,0.0406,2.7518,3.41
20140224,0.0456,2.741,3.42
20140225,0.0456,2.705,3.37
20140226,0.0456,2.67,3.34
20140227,0.0406,2.6414,3.31
20140228,0.0507,2.6494,3.31
20140303,0.0456,2.6039,3.27
20140304,0.0456,2.6986,3.36
20140305,0.0583,2.7067,3.36
20140306,0.0532,2.7391,3.4
20140307,0.0532,2.7898,3.45
20140310,0.0406,2.7807,3.45
20140311,0.0482,2.7698,3.43
20140312,0.0482,2.7336,3.38
20140313,0.0482,2.6464,3.31
20140314,0.0532,2.6546,3.3
20140317,0.0532,2.6941,3.34
20140318,0.0456,2.6743,3.33
20140319,0.0583,2.771,3.39
20140320,0.0583,2.771,3.4
20140321,0.0532,2.7465,3.34
20140324,0.0482,2.7302,3.31
20140325,0.0532,2.7483,3.32
20140326,0.0456,2.694,3.29
20140327,0.038,2.6831,3.25
20140328,0.0406,2.7219,3.29
20140331,0.038,2.7192,3.31
20140401,0.038,2.7555,3.35
20140402,0.0228,2.8066,3.4
20140403,0.0203,2.7993,3.38
20140404,0.0279,2.7228,3.33
20140407,0.0304,2.7046,3.3
20140408,0.033,2.6838,3.28
20140409,0.0355,2.6928,3.31
20140410,0.0355,2.6485,3.24
20140411,0.0355,2.6288,3.22
20140414,0.0355,2.6486,3.23
20140415,0.0355,2.6305,3.2
20140416,0.033,2.6323,3.2
20140417,0.033,2.6323,3.27
20140418,0.0304,2.7229,#N/A
20140421,0.033,2.7174,3.27
20140422,0.033,2.7137,3.25
20140423,0.0203,2.6973,3.22
20140424,0.0101,2.6828,3.22
20140425,0.0152,2.6627,3.2
20140428,0.0152,2.6627,3.23
20140429,0.0177,2.6936,3.25
20140430,0.0279,2.6472,3.22
20140501,0.0253,2.6155,3.16
20140502,0.0253,2.6155,3.12
20140505,0.0253,2.5847,3.16
20140506,0.0279,2.5936,3.13
20140507,0.0304,2.6176,3.12
20140508,0.0304,2.6177,3.17
20140509,0.0279,2.6268,3.18
20140512,0.0253,2.6628,3.21
20140513,0.0253,2.6107,3.17
20140514,0.0279,2.5445,3.09
20140515,0.0253,2.4911,3.05
20140516,0.0228,2.5249,3.07
20140519,0.0253,2.5445,3.11
20140520,0.033,2.5124,3.1
20140521,0.0355,2.5356,3.13
20140522,0.038,2.5517,3.15
20140523,0.038,2.5517,3.12
20140526,0.033,2.5356,#N/A
20140527,0.0304,2.516,3.09
20140528,0.0355,2.4449,3.01
20140529,0.0355,2.4679,3.03
20140530,0.0355,2.4768,3.05
20140602,0.0355,2.5285,3.1
20140603,0.038,2.6021,3.17
20140604,0.038,2.6039,3.18
20140605,0.0355,2.5842,3.17
20140606,0.0355,2.5896,3.17
20140609,0.033,2.6059,3.18
20140610,0.038,2.6457,3.2
20140611,0.0431,2.6421,3.2
20140612,0.0406,2.5987,3.14
20140613,0.0355,2.6063,3.14
20140616,0.038,2.599,3.14
20140617,0.0406,2.6535,3.19
20140618,0.0228,2.5864,3.16
20140619,0.0177,2.619,3.2
20140620,0.0203,2.6082,3.18
20140623,0.0228,2.6282,3.18
20140624,0.0279,2.5793,3.14
20140625,0.0279,2.5613,3.12
20140626,0.0355,2.5315,3.08
20140627,0.0279,2.536,3.1
20140630,0.038,2.5324,3.08
20140701,0.033,2.5667,3.13
20140702,0.0228,2.6266,3.2
20140703,0.0228,2.6266,3.21
20140704,0.0127,2.6377,#N/A
20140707,0.0228,2.614,3.17
20140708,0.0304,2.5569,3.12
20140709,0.0279,2.5524,3.1
20140710,0.0228,2.5363,3.1
20140711,0.0228,2.52,3.07
20140714,0.0228,2.5472,3.1
20140715,0.0253,2.549,3.1
20140716,0.0253,2.5273,3.08
20140717,0.0177,2.4498,3.01
20140718,0.0177,2.4498,3.03
20140721,0.0279,2.4695,3.01
20140722,0.0304,2.4632,3
20140723,0.0279,2.4677,3
20140724,0.0253,2.5056,3.04
20140725,0.033,2.4676,2.99
20140728,0.0253,2.4857,3.01
20140729,0.0228,2.4604,2.97
20140730,0.033,2.5582,3.06
20140731,0.033,2.56,3.07
20140801,0.0253,2.4947,3.03
20140804,0.0304,2.482,3.04
20140805,0.0279,2.4865,3.02
20140806,0.0279,2.4865,3.01
20140807,0.0253,2.4135,2.97
20140808,0.0279,2.4251,2.97
20140811,0.0304,2.4287,2.97
20140812,0.0304,2.4494,3
20140813,0.0355,2.4334,2.97
20140814,0.033,2.4024,2.93
20140815,0.0304,2.3415,2.86
20140818,0.0355,2.3944,2.92
20140819,0.033,2.4033,2.94
20140820,0.0304,2.4299,2.95
20140821,0.0253,2.4068,2.92
20140822,0.0228,2.4051,2.9
20140825,0.0279,2.3856,2.88
20140826,0.0304,2.398,2.89
20140827,0.033,2.359,2.85
20140828,0.033,2.3369,2.82
20140829,0.033,2.3369,2.83
20140901,0.0279,2.3448,#N/A
20140902,0.0203,2.4229,2.91
20140903,0.0253,2.398,2.9
20140904,0.0304,2.4515,2.95
20140905,0.0304,2.4587,2.97
20140908,0.0152,2.473,2.97
20140909,0.0177,2.5054,2.97
20140910,0.0203,2.5414,3.01
20140911,0.0203,2.5526,3.02
20140912,0.0203,2.5526,3.1
20140915,0.0177,2.5908,3.09
20140916,0.0177,2.5945,3.11
20140917,0.0203,2.6218,3.12
20140918,0.0152,2.6183,3.12
20140919,0.0152,2.5765,3.05
20140922,0.0127,2.5765,3.04
20140923,0.0177,2.525,3.01
20140924,0.0101,2.5658,3.04
20140925,0.0127,2.5033,2.98
20140926,0.0177,2.5033,2.99
20140929,0.0127,2.4791,2.95
20140930,0.0228,2.4917,2.98
20141001,0.0253,2.3858,2.87
20141002,0.0203,2.427,2.9
20141003,0.0177,2.436,2.89
20141006,0.0177,2.4216,2.88
20141007,0.0127,2.3402,2.81
20141008,0.0101,2.3233,2.82
20141009,0.0101,2.3146,2.81
20141010,0.0101,2.3146,2.77
20141013,0.0101,2.2834,#N/A
20141014,0.0177,2.1967,2.68
20141015,0.0228,2.1396,2.64
20141016,0.0253,2.1606,2.66
20141017,0.0279,2.1939,2.7
20141020,0.0076,2.1921,2.68
20141021,0.0177,2.2202,2.72
20141022,0.0228,2.2175,2.73
20141023,0.0076,2.2733,2.77
20141024,0.0127,2.2715,2.77
20141027,0.0177,2.2625,2.75
20141028,0.0127,2.2963,2.79
20141029,0.0177,2.3178,2.79
20141030,0.0127,2.307,2.77
20141031,0.0127,2.307,2.81
20141103,0.0203,2.3445,2.8
20141104,0.0279,2.3347,2.78
20141105,0.0279,2.3445,2.79
20141106,0.0279,2.3886,2.83
20141107,0.0279,2.2997,2.76
20141110,0.0228,2.2997,2.81
20141111,0.0228,2.3625,#N/A
20141112,0.0177,2.3779,2.81
20141113,0.0127,2.3425,2.8
20141114,0.0127,2.3222,2.77
20141117,0.0203,2.3426,2.79
20141118,0.0177,2.3169,2.77
20141119,0.0127,2.3612,2.8
20141120,0.0127,2.34,2.78
20141121,0.0127,2.34,2.75
20141124,0.0127,2.309,2.74
20141125,0.0279,2.2579,2.69
20141126,0.0279,2.2447,2.67
20141127,0.0152,2.2447,#N/A
20141128,0.0177,2.1667,2.62
20141201,0.0203,2.2359,2.66
20141202,0.0127,2.2941,2.72
20141203,0.0127,2.2799,2.71
20141204,0.0228,2.2359,2.66
20141205,0.0203,2.3083,2.69
20141208,0.0127,2.2588,2.62
20141209,0.0127,2.2129,2.58
20141210,0.033,2.1656,2.54
20141211,0.0279,2.1648,2.54
20141212,0.0279,2.0828,2.45
20141215,0.033,2.1202,2.45
20141216,0.038,2.0601,2.4
20141217,0.0279,2.1376,2.46
20141218,0.0431,2.2112,2.54
20141219,0.0355,2.1637,2.48
20141222,0.0431,2.1637,2.47
20141223,0.0177,2.2651,2.57
20141224,0.0177,2.2651,2.56
20141225,0.0203,2.2651,#N/A
20141226,0.0101,2.2509,2.54
20141229,0.0076,2.2032,2.51
20141230,0.0228,2.2032,2.49
20141231,0.0228,2.1881,2.47
20150101,0.0228,2.1881,#N/A
20150102,0.0253,2.1116,2.41
20150105,0.0253,2.033,2.32
20150106,0.033,1.9438,2.25
20150107,0.0279,1.9713,2.25
20150108,0.0228,2.0198,2.33
20150109,0.0228,1.9494,2.29
20150112,0.0279,1.9105,2.23
20150113,0.0304,1.9018,2.24
20150114,0.0304,1.8572,2.2
20150115,0.0304,1.7176,2.12
20150116,0.0304,1.8387,2.17
20150119,0.0228,1.8396,#N/A
20150120,0.0228,1.7934,2.15
20150121,0.0279,1.8737,2.2
20150122,0.0228,1.865,2.21
20150123,0.0203,1.7996,2.12
20150126,0.0228,1.8269,2.14
20150127,0.0228,1.825,2.15
20150128,0.0228,1.7201,2.05
20150129,0.0152,1.7531,2.11
